LineId,Content,EventId,EventTemplate
1142,"Times: total = 41, boot = 20, init = 20, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1143,"Partition rdd_42_5 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1144,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:36460+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1145,"Times: total = 42, boot = 23, init = 19, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1146,"Times: total = 42, boot = 20, init = 21, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1147,Finished task 4.0 in stage 26.0 (TID 1204). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1148,Finished task 2.0 in stage 26.0 (TID 1202). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1149,Finished task 1.0 in stage 26.0 (TID 1201). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1150,Finished task 3.0 in stage 26.0 (TID 1203). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1151,Got assigned task 1206,16,Got assigned task <:NUM:>
1152,Running task 6.0 in stage 26.0 (TID 1206),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1153,Got assigned task 1207,16,Got assigned task <:NUM:>
1154,Running task 7.0 in stage 26.0 (TID 1207),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1155,Got assigned task 1208,16,Got assigned task <:NUM:>
1156,Running task 8.0 in stage 26.0 (TID 1208),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1157,Got assigned task 1209,16,Got assigned task <:NUM:>
1158,Running task 9.0 in stage 26.0 (TID 1209),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1159,"Partition rdd_42_6 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1160,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:43752+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1161,"Partition rdd_42_7 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1162,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1163,"Partition rdd_42_8 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1164,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:58336+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1165,"Partition rdd_42_9 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1166,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1167,"Times: total = 54, boot = 21, init = 28, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1168,"Block rdd_42_5 stored as bytes in memory (estimated size 930.0 B, free 809.3 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1169,"Times: total = 57, boot = 11, init = 41, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1170,"Times: total = 53, boot = 7, init = 41, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1171,"Times: total = 58, boot = 7, init = 46, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1172,"Block rdd_42_6 stored as bytes in memory (estimated size 559.0 B, free 809.8 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1173,"Block rdd_42_9 stored as bytes in memory (estimated size 950.0 B, free 810.7 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1174,"Times: total = 65, boot = 10, init = 45, finish = 10",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1175,"Block rdd_42_8 stored as bytes in memory (estimated size 869.0 B, free 811.6 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1176,"Block rdd_42_7 stored as bytes in memory (estimated size 640.0 B, free 812.2 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1177,"Times: total = 45, boot = 19, init = 26, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1178,Finished task 5.0 in stage 26.0 (TID 1205). 2705 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1179,Got assigned task 1210,16,Got assigned task <:NUM:>
1180,Running task 10.0 in stage 26.0 (TID 1210),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1181,"Partition rdd_42_10 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1182,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:72920+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1183,"Times: total = 41, boot = 24, init = 17, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1184,"Times: total = 38, boot = 18, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1185,"Times: total = 39, boot = 18, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1186,Finished task 6.0 in stage 26.0 (TID 1206). 2697 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1187,Finished task 9.0 in stage 26.0 (TID 1209). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1188,Finished task 8.0 in stage 26.0 (TID 1208). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1189,"Times: total = 42, boot = 22, init = 19, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1190,Got assigned task 1211,16,Got assigned task <:NUM:>
1191,Running task 11.0 in stage 26.0 (TID 1211),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1192,Got assigned task 1212,16,Got assigned task <:NUM:>
1193,Running task 12.0 in stage 26.0 (TID 1212),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1194,Finished task 7.0 in stage 26.0 (TID 1207). 2699 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1195,Got assigned task 1213,16,Got assigned task <:NUM:>
1196,Running task 13.0 in stage 26.0 (TID 1213),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1197,"Partition rdd_42_11 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1198,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:80212+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1199,Got assigned task 1214,16,Got assigned task <:NUM:>
1200,Running task 14.0 in stage 26.0 (TID 1214),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1201,"Partition rdd_42_12 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1202,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:87504+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1203,"Partition rdd_42_13 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1204,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:94796+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1205,"Partition rdd_42_14 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1206,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:102088+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1207,"Times: total = 48, boot = 8, init = 35, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1208,"Block rdd_42_10 stored as bytes in memory (estimated size 948.0 B, free 813.1 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1209,"Times: total = 48, boot = 10, init = 33, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1210,"Block rdd_42_11 stored as bytes in memory (estimated size 920.0 B, free 814.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1211,"Times: total = 51, boot = 3, init = 43, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1212,"Block rdd_42_13 stored as bytes in memory (estimated size 912.0 B, free 814.9 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1213,"Times: total = 56, boot = 10, init = 40, finish = 6",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1214,"Times: total = 58, boot = 13, init = 40, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1215,"Block rdd_42_12 stored as bytes in memory (estimated size 852.0 B, free 815.8 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1216,"Block rdd_42_14 stored as bytes in memory (estimated size 834.0 B, free 816.6 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1217,"Times: total = 42, boot = 17, init = 24, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1218,Finished task 10.0 in stage 26.0 (TID 1210). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1219,Got assigned task 1215,16,Got assigned task <:NUM:>
1220,Running task 15.0 in stage 26.0 (TID 1215),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1221,"Partition rdd_42_15 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1222,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:109380+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1223,"Times: total = 41, boot = 21, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1224,"Times: total = 39, boot = 20, init = 18, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1225,Finished task 11.0 in stage 26.0 (TID 1211). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1226,Finished task 13.0 in stage 26.0 (TID 1213). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1227,Got assigned task 1216,16,Got assigned task <:NUM:>
1228,Running task 16.0 in stage 26.0 (TID 1216),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1229,"Times: total = 40, boot = 22, init = 18, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1230,Got assigned task 1217,16,Got assigned task <:NUM:>
1231,"Times: total = 39, boot = 24, init = 14, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1232,Running task 17.0 in stage 26.0 (TID 1217),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1233,"Partition rdd_42_16 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1234,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:116672+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1235,Finished task 12.0 in stage 26.0 (TID 1212). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1236,Finished task 14.0 in stage 26.0 (TID 1214). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1237,"Partition rdd_42_17 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1238,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:123964+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1239,Got assigned task 1218,16,Got assigned task <:NUM:>
1240,Running task 18.0 in stage 26.0 (TID 1218),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1241,Got assigned task 1219,16,Got assigned task <:NUM:>
1242,Running task 19.0 in stage 26.0 (TID 1219),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1243,"Partition rdd_42_18 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1244,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:131256+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1245,"Partition rdd_42_19 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1246,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:138548+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1247,"Times: total = 49, boot = 16, init = 28, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1248,"Block rdd_42_15 stored as bytes in memory (estimated size 913.0 B, free 817.5 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1249,"Times: total = 53, boot = 14, init = 34, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1250,"Times: total = 52, boot = 13, init = 34, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1251,"Block rdd_42_16 stored as bytes in memory (estimated size 748.0 B, free 818.2 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1252,"Block rdd_42_17 stored as bytes in memory (estimated size 836.0 B, free 819.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1253,"Times: total = 50, boot = 7, init = 38, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1254,"Times: total = 52, boot = 2, init = 45, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1255,"Block rdd_42_19 stored as bytes in memory (estimated size 920.0 B, free 819.9 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1256,"Block rdd_42_18 stored as bytes in memory (estimated size 955.0 B, free 820.8 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1257,"Times: total = 38, boot = 16, init = 22, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1258,Finished task 15.0 in stage 26.0 (TID 1215). 2705 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1259,Got assigned task 1220,16,Got assigned task <:NUM:>
1260,Running task 20.0 in stage 26.0 (TID 1220),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1261,"Partition rdd_42_20 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1262,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:145840+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1263,"Times: total = 38, boot = 24, init = 14, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1264,"Times: total = 43, boot = 23, init = 19, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1265,Finished task 16.0 in stage 26.0 (TID 1216). 2701 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1266,Finished task 17.0 in stage 26.0 (TID 1217). 2701 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1267,Got assigned task 1221,16,Got assigned task <:NUM:>
1268,Running task 21.0 in stage 26.0 (TID 1221),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1269,Got assigned task 1222,16,Got assigned task <:NUM:>
1270,Running task 22.0 in stage 26.0 (TID 1222),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1271,"Partition rdd_42_21 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1272,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:153132+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1273,"Partition rdd_42_22 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1274,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:160424+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1275,"Times: total = 38, boot = 20, init = 18, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1276,"Times: total = 41, boot = 20, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1277,Finished task 18.0 in stage 26.0 (TID 1218). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1278,Finished task 19.0 in stage 26.0 (TID 1219). 2705 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1279,Got assigned task 1223,16,Got assigned task <:NUM:>
1280,Running task 23.0 in stage 26.0 (TID 1223),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1281,Got assigned task 1224,16,Got assigned task <:NUM:>
1282,Running task 24.0 in stage 26.0 (TID 1224),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1283,"Partition rdd_42_23 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
